"","neutral","calm","happy","sad","angry","fearful","disgust","surprised"
"1",49.9000222639677,46.6057012983383,49.3607107452835,54.1712280696297,62.7262979771177,55.8831734872782,57.3804592147487,54.7176872045031
"2",-6.95748182990888,-6.74369505592114,-7.6995190549379,-5.85652476259246,-9.81561186033303,-6.45488586002318,-7.23363403697105,-6.28708830896371
"3",-1.13911937083812,-1.00692897327639,-2.32967267043153,-2.36375267332256,-2.28203801840715,-0.672619999126375,-2.99185958934399,-2.49190072720275
"4",0.0239201297924591,-0.217094907361097,-0.746594265517294,0.915074424928419,-0.940028000759027,0.391010542327155,-1.69388354382392,-0.98915087624903
"5",-3.23033507487348,-3.53670591772213,-4.87614261139579,-5.53317408395602,-5.16390269249666,-4.04024333564826,-4.2782272795782,-4.3015967962431
"6",-4.17895077055083,-4.06313544864046,-3.57591513526949,-4.37128486939992,-3.4374712946469,-3.93713334531557,-5.38458835337232,-5.09360483668465
"7",-3.12129777966018,-3.60993701894318,-3.83399772678392,-5.20380221366621,-3.6098194448013,-3.42796284127395,-4.83213353095143,-5.07875040841786
"8",-0.96732452661415,-1.0927837788856,-1.14987878710552,-2.03205647321211,-2.61183026737785,-0.203105415069165,-2.67505491845081,-1.44668465906399
"9",0.584973727199968,-0.618926031444493,-0.127243985205917,0.200762415431318,-1.480642164776,1.82507387519201,-1.14906723510646,-1.43096948142683
"10",1.21660950854566,1.35811784788088,-0.424300969103833,-0.763659529851874,0.364518271040101,0.352799997080286,-0.18539999907597,-0.459960097569082
"11",-3.14262257464105,-3.64334632079762,-3.70256117527189,-2.98537643751651,-4.16404141027313,-2.52407330133971,-4.49431347980628,-5.26303680522461
"12",-0.779892325726796,-0.764860391987357,-0.312232855133587,-2.21343785370679,-1.41437963859563,-1.94018442664645,-0.751256280737411,-1.52945072088445
"13",9.84855722288931,6.58568778913158,9.61417457937349,14.076847675383,23.1905930893196,15.489061975559,17.549296267259,14.8686828727126
"14",-1.25403990096752,-1.09987107887104,-1.40660982523887,0.0412027377701591,-3.52632379753099,-1.13789758559679,-1.0938892999892,-0.157835695659166
"15",-0.588427339384325,-0.227670687541296,-1.43526911974515,-1.38388806347515,-1.13879764468954,-0.328936733060584,-1.362666916312,-1.10545689091238
"16",2.605141745413,2.47365632592824,2.14862565995949,4.2056114169727,1.60842791693801,3.04476248121904,1.21924779199894,2.24448664123865
"17",0.910184470706793,0.676756320628649,-0.71173451292174,-0.164777318711326,-1.59558846898886,0.541979959275129,0.359050118304331,0.5333623662684
"18",-1.59961057177406,-0.997744278201757,-1.85519005755119,-0.521615463403207,-1.37301034160119,-1.60017829094426,-1.89098540473443,-1.67539597193947
"19",-1.11389854492312,-1.3781678142812,-1.98093129909421,-2.54675833470331,-0.264742794366911,-2.59364458211591,-2.49974234749983,-2.70553573733452
"20",-4.84908673829522,-3.6548654628358,-4.29073750766427,-5.20109166772944,-4.43830635070539,-5.6226602583965,-5.19897939012637,-3.82810894784675
"21",-2.03725884755678,-3.2491064493001,-1.10446955975766,-1.83883777161819,-2.84800387132651,-0.919213349931779,-2.30268150245971,-2.64273100426107
"22",0.524306612617966,1.09949854005037,0.555451328453843,-1.46208211456029,0.886097887487491,-0.22766600028504,0.41729887985021,1.75279097156622
"23",-0.559158202903229,-1.39618539678664,-2.53177146733415,0.938234374735217,-1.62332112279263,1.58880600247874,-2.5157935061866,-1.91803456782645
"24",1.80104211865989,1.18105483355423,2.35558374880272,-0.140555851259437,1.32569194337304,1.95630858565493,-0.502096762968107,1.35803974547895
"25",41.5768067740565,38.3111395083943,41.0838101967273,45.6915703754204,54.6006737346702,47.2021333860051,48.9167120222373,46.3475089020413
"26",-5.72233298415203,-5.58538963242168,-6.17427921106782,-4.4074946146598,-8.51329841413857,-5.68898171874076,-6.02167113471813,-4.89265501669192
"27",-1.33277270954218,-1.0072816544251,-2.64719708645242,-2.44142563334106,-2.56473001812287,-1.29220114789978,-2.7279283474646,-2.27717807101087
"28",0.494579441657426,0.427981111896953,-0.238805711204895,1.74920165504692,-0.495998103982181,0.61086802345168,-1.56186604132011,-0.482302443597486
"29",-0.101382697609295,-0.506780235057286,-1.88451310850947,-1.7688514893229,-2.55201832919187,-0.900375195004476,-1.4379932680933,-1.17795715473765
"30",-3.78628293756093,-3.17032389580618,-3.92558596135687,-3.54281297403807,-3.78876908393786,-3.9320421966852,-4.41986970825367,-4.04289911757746
"31",-1.60152341230911,-2.40082420221519,-2.22441506456368,-3.29608672164814,-1.06877184773744,-2.30089454308657,-3.57417579464108,-3.88908443325182
"32",-3.31513025879446,-2.58214458415132,-3.27352548443735,-5.03515928343548,-3.5625715684047,-3.84812867551368,-4.6786692580283,-3.16833317718271
"33",-0.79256638475069,-2.46454089906785,-0.898500905667099,-0.347424678330557,-3.26985474748097,1.76030908749437,-2.42963601486599,-2.71970395649152
"34",3.62320745434481,3.21122432727306,3.26752724201807,0.636431730769185,2.29954619764115,3.54949749104488,2.09822406400909,2.82771861062628
"35",0.304109688308939,-0.185127888766555,-2.68609317873261,0.733915841936336,-1.69160790370349,1.89273349126942,-2.16480634754793,-2.92562059150495
"36",2.82096251651267,1.87151824016424,2.46532087182605,0.73067518211273,0.762041138801182,3.29174204494825,-0.24177456950547,0.375402161646618
"37",9.81239242707652,6.54672516141437,9.31939584974732,13.9271560284405,22.8362593876902,15.4377190390251,17.1522976752574,14.5830945550614
